,lat_min,lon_min,lat_mid,lon_mid,lat_max,lon_max
261,441359.0,4976171.0,441510.0,4976322.0,441661.0,4976473.0
262,441359.0,4976473.0,441510.0,4976624.0,441661.0,4976775.0
263,441359.0,4976775.0,441510.0,4976926.0,441661.0,4977077.0
264,441359.0,4977077.0,441510.0,4977228.0,441661.0,4977379.0
265,441359.0,4977379.0,441510.0,4977530.0,441661.0,4977681.0
266,441359.0,4977681.0,441510.0,4977832.0,441661.0,4977983.0
267,441359.0,4977983.0,441510.0,4978134.0,441661.0,4978285.0
268,441359.0,4978285.0,441510.0,4978436.0,441661.0,4978587.0
269,441359.0,4978587.0,441510.0,4978738.0,441661.0,4978889.0
270,441359.0,4978889.0,441510.0,4979040.0,441661.0,4979191.0
271,441359.0,4979191.0,441510.0,4979342.0,441661.0,4979493.0
272,441359.0,4979493.0,441510.0,4979644.0,441661.0,4979795.0
273,441359.0,4979795.0,441510.0,4979946.0,441661.0,4980097.0
274,441359.0,4980097.0,441510.0,4980248.0,441661.0,4980399.0
275,441359.0,4980399.0,441510.0,4980550.0,441661.0,4980701.0
276,441359.0,4980701.0,441510.0,4980852.0,441661.0,4981003.0
277,441359.0,4981003.0,441510.0,4981154.0,441661.0,4981305.0
278,441359.0,4981305.0,441510.0,4981456.0,441661.0,4981607.0
279,441359.0,4981607.0,441510.0,4981758.0,441661.0,4981909.0
280,441359.0,4981909.0,441510.0,4982060.0,441661.0,4982211.0
281,441359.0,4982211.0,441510.0,4982362.0,441661.0,4982513.0
282,441359.0,4982513.0,441510.0,4982664.0,441661.0,4982815.0
283,441359.0,4982815.0,441510.0,4982966.0,441661.0,4983117.0
284,441359.0,4983117.0,441510.0,4983268.0,441661.0,4983419.0
285,441359.0,4983419.0,441510.0,4983570.0,441661.0,4983721.0
286,441359.0,4983721.0,441510.0,4983872.0,441661.0,4984023.0
287,441359.0,4984023.0,441510.0,4984174.0,441661.0,4984325.0
